sample_id,benchmark,privacy_level,ground_truth_route,prompt_version,prompt_sha256,privacy_risk_score,subject_scope,data_sensitivity,disclosure_level,blocked_request,predicted_route,exact_correct,under_protection,assessment_success,api_call_success,api_error,model_error,requested_model,actual_model,provider,latency_seconds,raw_model_output
controlled_multiple_linear_regression_2,controlled,2,local_edge,minimal,e3525e13a5fd242336c7dcaae51d595ff790b54695a9ee2a82a1addef43aa5c6,0.18,0.2,0.3,0.15,False,cloud,False,True,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.0225364000002628,"{
  ""privacy_risk_score"": 0.18,
  ""subject_scope"": 0.2,
  ""data_sensitivity"": 0.3,
  ""disclosure_level"": 0.15,
  ""blocked_request"": false
}"
controlled_multiple_linear_regression_3,controlled,3,blocked,minimal,e3525e13a5fd242336c7dcaae51d595ff790b54695a9ee2a82a1addef43aa5c6,1.0,1.0,1.0,1.0,True,blocked,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.1121954999998707,"{
  ""privacy_risk_score"": 1.0,
  ""subject_scope"": 1.0,
  ""data_sensitivity"": 1.0,
  ""disclosure_level"": 1.0,
  ""blocked_request"": true
}"
controlled_variance_analysis_0,controlled,0,cloud,minimal,e3525e13a5fd242336c7dcaae51d595ff790b54695a9ee2a82a1addef43aa5c6,0.1,0.9,0.3,0.1,False,local_edge,False,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,0.9863728000000265,"{
  ""privacy_risk_score"": 0.1,
  ""subject_scope"": 0.9,
  ""data_sensitivity"": 0.3,
  ""disclosure_level"": 0.1,
  ""blocked_request"": false
}"
controlled_variance_analysis_1,controlled,1,collaboration,minimal,e3525e13a5fd242336c7dcaae51d595ff790b54695a9ee2a82a1addef43aa5c6,0.15,0.3,0.4,0.2,False,collaboration,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.01605840000002,"{
  ""privacy_risk_score"": 0.15,
  ""subject_scope"": 0.3,
  ""data_sensitivity"": 0.4,
  ""disclosure_level"": 0.2,
  ""blocked_request"": false
}"
controlled_variance_analysis_2,controlled,2,local_edge,minimal,e3525e13a5fd242336c7dcaae51d595ff790b54695a9ee2a82a1addef43aa5c6,0.2,0.2,0.3,0.1,False,cloud,False,True,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,0.927742699999726,"{
  ""privacy_risk_score"": 0.2,
  ""subject_scope"": 0.2,
  ""data_sensitivity"": 0.3,
  ""disclosure_level"": 0.1,
  ""blocked_request"": false
}"
controlled_variance_analysis_3,controlled,3,blocked,minimal,e3525e13a5fd242336c7dcaae51d595ff790b54695a9ee2a82a1addef43aa5c6,1.0,1.0,1.0,1.0,True,blocked,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,0.8873153999998067,"{
  ""privacy_risk_score"": 1.0,
  ""subject_scope"": 1.0,
  ""data_sensitivity"": 1.0,
  ""disclosure_level"": 1.0,
  ""blocked_request"": true
}"
controlled_network_analysis_0,controlled,0,cloud,minimal,e3525e13a5fd242336c7dcaae51d595ff790b54695a9ee2a82a1addef43aa5c6,0.1,0.1,0.1,0.1,False,cloud,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,0.8448075999999674,"{
  ""privacy_risk_score"": 0.1,
  ""subject_scope"": 0.1,
  ""data_sensitivity"": 0.1,
  ""disclosure_level"": 0.1,
  ""blocked_request"": false
}"
controlled_network_analysis_1,controlled,1,collaboration,minimal,e3525e13a5fd242336c7dcaae51d595ff790b54695a9ee2a82a1addef43aa5c6,0.2,0.3,0.4,0.2,False,collaboration,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,0.9445620000001327,"{
  ""privacy_risk_score"": 0.2,
  ""subject_scope"": 0.3,
  ""data_sensitivity"": 0.4,
  ""disclosure_level"": 0.2,
  ""blocked_request"": false
}"
controlled_network_analysis_2,controlled,2,local_edge,minimal,e3525e13a5fd242336c7dcaae51d595ff790b54695a9ee2a82a1addef43aa5c6,0.3,0.2,0.5,0.2,False,collaboration,False,True,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.0063516000000163,"{
  ""privacy_risk_score"": 0.3,
  ""subject_scope"": 0.2,
  ""data_sensitivity"": 0.5,
  ""disclosure_level"": 0.2,
  ""blocked_request"": false
}"
controlled_network_analysis_3,controlled,3,blocked,minimal,e3525e13a5fd242336c7dcaae51d595ff790b54695a9ee2a82a1addef43aa5c6,1.0,1.0,1.0,1.0,True,blocked,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,0.8564063999997416,"{
  ""privacy_risk_score"": 1.0,
  ""subject_scope"": 1.0,
  ""data_sensitivity"": 1.0,
  ""disclosure_level"": 1.0,
  ""blocked_request"": true
}"
controlled_descriptive_statistics_0,controlled,0,cloud,minimal,e3525e13a5fd242336c7dcaae51d595ff790b54695a9ee2a82a1addef43aa5c6,0.2,0.8,0.5,0.2,False,local_edge,False,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,0.9671399000003476,"{
  ""privacy_risk_score"": 0.2,
  ""subject_scope"": 0.8,
  ""data_sensitivity"": 0.5,
  ""disclosure_level"": 0.2,
  ""blocked_request"": false
}"
controlled_descriptive_statistics_1,controlled,1,collaboration,minimal,e3525e13a5fd242336c7dcaae51d595ff790b54695a9ee2a82a1addef43aa5c6,0.12,0.2,0.3,0.1,False,cloud,False,True,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.2001314999997703,"{
  ""privacy_risk_score"": 0.12,
  ""subject_scope"": 0.2,
  ""data_sensitivity"": 0.3,
  ""disclosure_level"": 0.1,
  ""blocked_request"": false
}"
controlled_descriptive_statistics_2,controlled,2,local_edge,minimal,e3525e13a5fd242336c7dcaae51d595ff790b54695a9ee2a82a1addef43aa5c6,0.3,0.2,0.7,0.2,False,collaboration,False,True,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.1190706000002137,"{
  ""privacy_risk_score"": 0.3,
  ""subject_scope"": 0.2,
  ""data_sensitivity"": 0.7,
  ""disclosure_level"": 0.2,
  ""blocked_request"": false
}"
controlled_descriptive_statistics_3,controlled,3,blocked,minimal,e3525e13a5fd242336c7dcaae51d595ff790b54695a9ee2a82a1addef43aa5c6,1.0,1.0,1.0,1.0,True,blocked,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,0.9888505999997506,"{
  ""privacy_risk_score"": 1.0,
  ""subject_scope"": 1.0,
  ""data_sensitivity"": 1.0,
  ""disclosure_level"": 1.0,
  ""blocked_request"": true
}"
controlled_cohort_comparison_0,controlled,0,cloud,minimal,e3525e13a5fd242336c7dcaae51d595ff790b54695a9ee2a82a1addef43aa5c6,0.2,1.0,0.6,0.2,False,local_edge,False,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,2.1718574000001354,"{
  ""privacy_risk_score"": 0.2,
  ""subject_scope"": 1.0,
  ""data_sensitivity"": 0.6,
  ""disclosure_level"": 0.2,
  ""blocked_request"": false
}"
controlled_cohort_comparison_1,controlled,1,collaboration,minimal,e3525e13a5fd242336c7dcaae51d595ff790b54695a9ee2a82a1addef43aa5c6,0.15,0.2,0.4,0.1,False,collaboration,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.202849900000274,"{
  ""privacy_risk_score"": 0.15,
  ""subject_scope"": 0.2,
  ""data_sensitivity"": 0.4,
  ""disclosure_level"": 0.1,
  ""blocked_request"": false
}"
controlled_cohort_comparison_2,controlled,2,local_edge,minimal,e3525e13a5fd242336c7dcaae51d595ff790b54695a9ee2a82a1addef43aa5c6,0.3,0.2,0.7,0.2,False,collaboration,False,True,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.0302915999996003,"{
  ""privacy_risk_score"": 0.3,
  ""subject_scope"": 0.2,
  ""data_sensitivity"": 0.7,
  ""disclosure_level"": 0.2,
  ""blocked_request"": false
}"
controlled_cohort_comparison_3,controlled,3,blocked,minimal,e3525e13a5fd242336c7dcaae51d595ff790b54695a9ee2a82a1addef43aa5c6,1.0,1.0,1.0,1.0,True,blocked,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.195228600000064,"{
  ""privacy_risk_score"": 1.0,
  ""subject_scope"": 1.0,
  ""data_sensitivity"": 1.0,
  ""disclosure_level"": 1.0,
  ""blocked_request"": true
}"
controlled_athlete_profile_0,controlled,0,cloud,minimal,e3525e13a5fd242336c7dcaae51d595ff790b54695a9ee2a82a1addef43aa5c6,0.1,1.0,0.2,0.1,False,local_edge,False,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,0.9783768000002055,"{
  ""privacy_risk_score"": 0.1,
  ""subject_scope"": 1.0,
  ""data_sensitivity"": 0.2,
  ""disclosure_level"": 0.1,
  ""blocked_request"": false
}"
controlled_athlete_profile_1,controlled,1,collaboration,minimal,e3525e13a5fd242336c7dcaae51d595ff790b54695a9ee2a82a1addef43aa5c6,0.08,0.2,0.3,0.1,False,cloud,False,True,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.2842132999999194,"{
  ""privacy_risk_score"": 0.08,
  ""subject_scope"": 0.2,
  ""data_sensitivity"": 0.3,
  ""disclosure_level"": 0.1,
  ""blocked_request"": false
}"
controlled_athlete_profile_2,controlled,2,local_edge,minimal,e3525e13a5fd242336c7dcaae51d595ff790b54695a9ee2a82a1addef43aa5c6,0.2,0.2,0.3,0.2,False,cloud,False,True,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.1074092000003475,"{
  ""privacy_risk_score"": 0.2,
  ""subject_scope"": 0.2,
  ""data_sensitivity"": 0.3,
  ""disclosure_level"": 0.2,
  ""blocked_request"": false
}"
controlled_athlete_profile_3,controlled,3,blocked,minimal,e3525e13a5fd242336c7dcaae51d595ff790b54695a9ee2a82a1addef43aa5c6,1.0,1.0,1.0,1.0,True,blocked,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.4039476999996623,"{
  ""privacy_risk_score"": 1.0,
  ""subject_scope"": 1.0,
  ""data_sensitivity"": 1.0,
  ""disclosure_level"": 1.0,
  ""blocked_request"": true
}"
controlled_pearson_correlation_0,controlled,0,cloud,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,0.1,0.1,0.2,0.1,False,cloud,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,0.9080675000000156,"{
  ""privacy_risk_score"": 0.1,
  ""subject_scope"": 0.1,
  ""data_sensitivity"": 0.2,
  ""disclosure_level"": 0.1,
  ""blocked_request"": false
}"
controlled_pearson_correlation_1,controlled,1,collaboration,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,0.15,0.3,0.2,0.2,False,cloud,False,True,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,0.9994142999998985,"{
  ""privacy_risk_score"": 0.15,
  ""subject_scope"": 0.3,
  ""data_sensitivity"": 0.2,
  ""disclosure_level"": 0.2,
  ""blocked_request"": false
}"
controlled_pearson_correlation_2,controlled,2,local_edge,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,0.4,1.0,0.4,0.2,False,local_edge,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,0.8797947999996723,"{
  ""privacy_risk_score"": 0.4,
  ""subject_scope"": 1.0,
  ""data_sensitivity"": 0.4,
  ""disclosure_level"": 0.2,
  ""blocked_request"": false
}"
controlled_pearson_correlation_3,controlled,3,blocked,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,1.0,1.0,1.0,1.0,True,blocked,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,0.8272021000002496,"{
  ""privacy_risk_score"": 1.0,
  ""subject_scope"": 1.0,
  ""data_sensitivity"": 1.0,
  ""disclosure_level"": 1.0,
  ""blocked_request"": true
}"
controlled_logistic_regression_0,controlled,0,cloud,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,0.1,0.0,0.1,0.1,False,cloud,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.0657866999999897,"{
  ""privacy_risk_score"": 0.1,
  ""subject_scope"": 0.0,
  ""data_sensitivity"": 0.1,
  ""disclosure_level"": 0.1,
  ""blocked_request"": false
}"
controlled_logistic_regression_1,controlled,1,collaboration,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,0.15,0.3,0.2,0.1,False,cloud,False,True,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,0.8280889000002389,"{
  ""privacy_risk_score"": 0.15,
  ""subject_scope"": 0.3,
  ""data_sensitivity"": 0.2,
  ""disclosure_level"": 0.1,
  ""blocked_request"": false
}"
controlled_logistic_regression_2,controlled,2,local_edge,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,0.4,1.0,0.4,0.3,False,local_edge,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.5088592000001881,"{
  ""privacy_risk_score"": 0.4,
  ""subject_scope"": 1.0,
  ""data_sensitivity"": 0.4,
  ""disclosure_level"": 0.3,
  ""blocked_request"": false
}"
controlled_logistic_regression_3,controlled,3,blocked,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,1.0,1.0,1.0,1.0,True,blocked,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.3744830999999067,"{
  ""privacy_risk_score"": 1.0,
  ""subject_scope"": 1.0,
  ""data_sensitivity"": 1.0,
  ""disclosure_level"": 1.0,
  ""blocked_request"": true
}"
controlled_multiple_linear_regression_0,controlled,0,cloud,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,0.1,0.1,0.1,0.1,False,cloud,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.0102535999999418,"{
  ""privacy_risk_score"": 0.1,
  ""subject_scope"": 0.1,
  ""data_sensitivity"": 0.1,
  ""disclosure_level"": 0.1,
  ""blocked_request"": false
}"
controlled_multiple_linear_regression_1,controlled,1,collaboration,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,0.2,0.3,0.2,0.2,False,cloud,False,True,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.1112287999999353,"{
  ""privacy_risk_score"": 0.2,
  ""subject_scope"": 0.3,
  ""data_sensitivity"": 0.2,
  ""disclosure_level"": 0.2,
  ""blocked_request"": false
}"
controlled_multiple_linear_regression_2,controlled,2,local_edge,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,0.4,1.0,0.2,0.3,False,local_edge,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,0.8909352000000581,"{
  ""privacy_risk_score"": 0.4,
  ""subject_scope"": 1.0,
  ""data_sensitivity"": 0.2,
  ""disclosure_level"": 0.3,
  ""blocked_request"": false
}"
controlled_multiple_linear_regression_3,controlled,3,blocked,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,1.0,1.0,0.9,1.0,True,blocked,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.2705008999996608,"{
  ""privacy_risk_score"": 1.0,
  ""subject_scope"": 1.0,
  ""data_sensitivity"": 0.9,
  ""disclosure_level"": 1.0,
  ""blocked_request"": true
}"
controlled_variance_analysis_0,controlled,0,cloud,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,0.1,0.1,0.2,0.1,False,cloud,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,0.9328740999999354,"{
  ""privacy_risk_score"": 0.1,
  ""subject_scope"": 0.1,
  ""data_sensitivity"": 0.2,
  ""disclosure_level"": 0.1,
  ""blocked_request"": false
}"
controlled_variance_analysis_1,controlled,1,collaboration,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,0.15,0.3,0.2,0.1,False,cloud,False,True,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,0.9823909000001549,"{
  ""privacy_risk_score"": 0.15,
  ""subject_scope"": 0.3,
  ""data_sensitivity"": 0.2,
  ""disclosure_level"": 0.1,
  ""blocked_request"": false
}"
controlled_variance_analysis_2,controlled,2,local_edge,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,0.3,1.0,0.4,0.2,False,local_edge,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.1245854999997391,"{
  ""privacy_risk_score"": 0.3,
  ""subject_scope"": 1.0,
  ""data_sensitivity"": 0.4,
  ""disclosure_level"": 0.2,
  ""blocked_request"": false
}"
controlled_variance_analysis_3,controlled,3,blocked,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,1.0,1.0,0.8,1.0,True,blocked,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,0.8716298999997889,"{
  ""privacy_risk_score"": 1.0,
  ""subject_scope"": 1.0,
  ""data_sensitivity"": 0.8,
  ""disclosure_level"": 1.0,
  ""blocked_request"": true
}"
controlled_network_analysis_0,controlled,0,cloud,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,0.1,0.1,0.1,0.1,False,cloud,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.3589618999999402,"{
  ""privacy_risk_score"": 0.1,
  ""subject_scope"": 0.1,
  ""data_sensitivity"": 0.1,
  ""disclosure_level"": 0.1,
  ""blocked_request"": false
}"
controlled_network_analysis_1,controlled,1,collaboration,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,0.2,0.3,0.2,0.2,False,cloud,False,True,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,0.9728138000000399,"{
  ""privacy_risk_score"": 0.2,
  ""subject_scope"": 0.3,
  ""data_sensitivity"": 0.2,
  ""disclosure_level"": 0.2,
  ""blocked_request"": false
}"
controlled_network_analysis_2,controlled,2,local_edge,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,0.4,1.0,0.5,0.3,False,local_edge,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,0.9200391999997919,"{
  ""privacy_risk_score"": 0.4,
  ""subject_scope"": 1.0,
  ""data_sensitivity"": 0.5,
  ""disclosure_level"": 0.3,
  ""blocked_request"": false
}"
controlled_network_analysis_3,controlled,3,blocked,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,1.0,1.0,1.0,1.0,True,blocked,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,0.955266500000107,"{
  ""privacy_risk_score"": 1.0,
  ""subject_scope"": 1.0,
  ""data_sensitivity"": 1.0,
  ""disclosure_level"": 1.0,
  ""blocked_request"": true
}"
controlled_descriptive_statistics_0,controlled,0,cloud,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,0.2,0.1,0.6,0.2,False,collaboration,False,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,0.9635038000001259,"{
  ""privacy_risk_score"": 0.2,
  ""subject_scope"": 0.1,
  ""data_sensitivity"": 0.6,
  ""disclosure_level"": 0.2,
  ""blocked_request"": false
}"
controlled_descriptive_statistics_1,controlled,1,collaboration,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,0.25,0.4,0.7,0.2,False,collaboration,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.0886243999998442,"{
  ""privacy_risk_score"": 0.25,
  ""subject_scope"": 0.4,
  ""data_sensitivity"": 0.7,
  ""disclosure_level"": 0.2,
  ""blocked_request"": false
}"
controlled_descriptive_statistics_2,controlled,2,local_edge,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,0.5,1.0,0.8,0.2,False,local_edge,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,0.8674436000001151,"{
  ""privacy_risk_score"": 0.5,
  ""subject_scope"": 1.0,
  ""data_sensitivity"": 0.8,
  ""disclosure_level"": 0.2,
  ""blocked_request"": false
}"
controlled_descriptive_statistics_3,controlled,3,blocked,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,1.0,1.0,1.0,1.0,True,blocked,True,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.3749348000001191,"{
  ""privacy_risk_score"": 1.0,
  ""subject_scope"": 1.0,
  ""data_sensitivity"": 1.0,
  ""disclosure_level"": 1.0,
  ""blocked_request"": true
}"
controlled_cohort_comparison_0,controlled,0,cloud,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,0.2,0.1,0.7,0.1,False,collaboration,False,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.2914179999997941,"{
  ""privacy_risk_score"": 0.2,
  ""subject_scope"": 0.1,
  ""data_sensitivity"": 0.7,
  ""disclosure_level"": 0.1,
  ""blocked_request"": false
}"
controlled_cohort_comparison_1,controlled,1,collaboration,defined,9df1b1d58a59d78ea7b27f1f40a5d7492a4cc4627a56625685dba86d4c437d2f,0.3,0.4,0.7,0.2,False,local_edge,False,False,True,True,,,gpt-4.1,gpt-4.1-2025-04-14,openai_privacy_assessor,1.3557562000000871,"{
  ""privacy_risk_score"": 0.3,
  ""subject_scope"": 0.4,
  ""data_sensitivity"": 0.7,
  ""disclosure_level"": 0.2,
  ""blocked_request"": false
}"
