sample_id,task,prompt_version,prompt_sha256,dataset_sha256,user_request,raw_model_output,generated_call,generated_method,generated_arguments,expected_method,expected_arguments,structure_valid,request_match,execute_valid,result_valid,fully_correct,request_mismatches,error_stage,error_reason,validator_failure_stage,latency,api_call_success,evaluation_scored,api_error,model_key,model_display_name,model_hf_spec,model_alias,requested_model,actual_model,provider,quantization,generation_attempts,auto_correction_used
frontend_real_021,figure1,basic_interface,7d15561a1ba8dd3c5df5d19be4c9a32b4a20c0e3bad2035cf47c2fe66c0e688a,0bc7039317e46844def4a19078e22c9f0e5c654aa1c5a612bb0f009e095161e8,"Generate Figure 1 for volleyball athletes using all eight public domains, expertise_value as target, elite_status as the analysis grouping field, correlation threshold 0.15, and 1000 comparison-group variance samples.","result = analysis.figure1(
    variables=[""physical"", ""technical"", ""tactical"", ""mental"", ""biomechanical"", ""strength"", ""endurance"", ""agility""],
    target=""expertise_value"",
    group_field=""elite_status"",
    correlation_threshold=0.15,
    variance_iterations=1000,
    filters={""sport"": ""volleyball""}
)","result = analysis.figure1(
    variables=[""physical"", ""technical"", ""tactical"", ""mental"", ""biomechanical"", ""strength"", ""endurance"", ""agility""],
    target=""expertise_value"",
    group_field=""elite_status"",
    correlation_threshold=0.15,
    variance_iterations=1000,
    filters={""sport"": ""volleyball""}
)",figure1,"{""target"": ""expertise_value"", ""group_field"": ""elite_status"", ""correlation_threshold"": 0.15, ""variance_iterations"": 1000, ""filters"": {""sport"": ""volleyball""}, ""variables"": [""physical"", ""technical"", ""tactical"", ""mental"", ""biomechanical"", ""strength"", ""endurance"", ""agility""]}",figure1,"{""target"": ""expertise_value"", ""group_field"": ""elite_status"", ""correlation_threshold"": 0.15, ""variance_iterations"": 1000, ""filters"": {""sport"": ""volleyball""}, ""variables"": [""muscular_strength"", ""lower_body_dynamics"", ""muscle_power_genetics"", ""blood_micronutrients"", ""basic_cognitive_function"", ""mental_health"", ""social_support"", ""training_conditions""]}",True,False,False,False,False,"[""Expected exactly the eight approved public domains in variables.""]",REQUEST_MATCH_FAIL,Expected exactly the eight approved public domains in variables.,request_validation,1.3447415999835357,True,True,,ministral,Ministral-3-8B,mistralai/Ministral-3-8B-Instruct-2512-GGUF:Q4_K_M,ministral-3-8b-local-eval,ministral-3-8b-local-eval,ministral-3-8b-local-eval,Local / llama.cpp,Q4_K_M,1,False
frontend_real_022,figure1,basic_interface,7d15561a1ba8dd3c5df5d19be4c9a32b4a20c0e3bad2035cf47c2fe66c0e688a,0bc7039317e46844def4a19078e22c9f0e5c654aa1c5a612bb0f009e095161e8,"Generate Figure 1 for female athletes using all eight public domains, expertise_value as target, elite_status as the analysis grouping field, correlation threshold 0.15, and 1000 comparison-group variance samples.","result = analysis.figure1(
    variables=[""public_domain_1"", ""public_domain_2"", ""public_domain_3"", ""public_domain_4"", ""public_domain_5"", ""public_domain_6"", ""public_domain_7"", ""public_domain_8""],
    target=""expertise_value"",
    group_field=""elite_status"",
    correlation_threshold=0.15,
    variance_iterations=1000,
    filters={""gender"": ""female""}
)","result = analysis.figure1(
    variables=[""public_domain_1"", ""public_domain_2"", ""public_domain_3"", ""public_domain_4"", ""public_domain_5"", ""public_domain_6"", ""public_domain_7"", ""public_domain_8""],
    target=""expertise_value"",
    group_field=""elite_status"",
    correlation_threshold=0.15,
    variance_iterations=1000,
    filters={""gender"": ""female""}
)",figure1,"{""target"": ""expertise_value"", ""group_field"": ""elite_status"", ""correlation_threshold"": 0.15, ""variance_iterations"": 1000, ""filters"": {""gender"": ""female""}, ""variables"": [""public_domain_1"", ""public_domain_2"", ""public_domain_3"", ""public_domain_4"", ""public_domain_5"", ""public_domain_6"", ""public_domain_7"", ""public_domain_8""]}",figure1,"{""target"": ""expertise_value"", ""group_field"": ""elite_status"", ""correlation_threshold"": 0.15, ""variance_iterations"": 1000, ""filters"": {""sex"": ""female""}, ""variables"": [""muscular_strength"", ""lower_body_dynamics"", ""muscle_power_genetics"", ""blood_micronutrients"", ""basic_cognitive_function"", ""mental_health"", ""social_support"", ""training_conditions""]}",True,False,False,False,False,"[""Expected filters={'sex': 'female'} but generated filters={'gender': 'female'}."", ""Expected exactly the eight approved public domains in variables.""]",REQUEST_MATCH_FAIL,Expected filters={'sex': 'female'} but generated filters={'gender': 'female'}. Expected exactly the eight approved public domains in variables.,request_validation,1.5133734000846744,True,True,,ministral,Ministral-3-8B,mistralai/Ministral-3-8B-Instruct-2512-GGUF:Q4_K_M,ministral-3-8b-local-eval,ministral-3-8b-local-eval,ministral-3-8b-local-eval,Local / llama.cpp,Q4_K_M,1,False
frontend_real_023,figure1,basic_interface,7d15561a1ba8dd3c5df5d19be4c9a32b4a20c0e3bad2035cf47c2fe66c0e688a,0bc7039317e46844def4a19078e22c9f0e5c654aa1c5a612bb0f009e095161e8,"Generate Figure 1 for junior national team athletes using all eight public domains, expertise_value as target, elite_status as the analysis grouping field, correlation threshold 0.15, and 1000 comparison-group variance samples.","result = analysis.figure1(
    variables=[""public_domain_1"", ""public_domain_2"", ""public_domain_3"", ""public_domain_4"", ""public_domain_5"", ""public_domain_6"", ""public_domain_7"", ""public_domain_8""],
    target=""expertise_value"",
    group_field=""elite_status"",
    correlation_threshold=0.15,
    variance_iterations=1000,
    filters={""team_level"": ""junior_national""}
)","result = analysis.figure1(
    variables=[""public_domain_1"", ""public_domain_2"", ""public_domain_3"", ""public_domain_4"", ""public_domain_5"", ""public_domain_6"", ""public_domain_7"", ""public_domain_8""],
    target=""expertise_value"",
    group_field=""elite_status"",
    correlation_threshold=0.15,
    variance_iterations=1000,
    filters={""team_level"": ""junior_national""}
)",figure1,"{""target"": ""expertise_value"", ""group_field"": ""elite_status"", ""correlation_threshold"": 0.15, ""variance_iterations"": 1000, ""filters"": {""team_level"": ""junior_national""}, ""variables"": [""public_domain_1"", ""public_domain_2"", ""public_domain_3"", ""public_domain_4"", ""public_domain_5"", ""public_domain_6"", ""public_domain_7"", ""public_domain_8""]}",figure1,"{""target"": ""expertise_value"", ""group_field"": ""elite_status"", ""correlation_threshold"": 0.15, ""variance_iterations"": 1000, ""filters"": {""national_team"": ""Junior""}, ""variables"": [""muscular_strength"", ""lower_body_dynamics"", ""muscle_power_genetics"", ""blood_micronutrients"", ""basic_cognitive_function"", ""mental_health"", ""social_support"", ""training_conditions""]}",True,False,False,False,False,"[""Expected filters={'national_team': 'Junior'} but generated filters={'team_level': 'junior_national'}."", ""Expected exactly the eight approved public domains in variables.""]",REQUEST_MATCH_FAIL,Expected filters={'national_team': 'Junior'} but generated filters={'team_level': 'junior_national'}. Expected exactly the eight approved public domains in variables.,request_validation,1.5687202999833971,True,True,,ministral,Ministral-3-8B,mistralai/Ministral-3-8B-Instruct-2512-GGUF:Q4_K_M,ministral-3-8b-local-eval,ministral-3-8b-local-eval,ministral-3-8b-local-eval,Local / llama.cpp,Q4_K_M,1,False
frontend_real_024,figure1,basic_interface,7d15561a1ba8dd3c5df5d19be4c9a32b4a20c0e3bad2035cf47c2fe66c0e688a,0bc7039317e46844def4a19078e22c9f0e5c654aa1c5a612bb0f009e095161e8,"Generate Figure 1 for athletes aged 20 and above using all eight public domains, expertise_value as target, elite_status as the analysis grouping field, correlation threshold 0.15, and 1000 comparison-group variance samples.","result = analysis.figure1(
    variables=[""public_domain_1"", ""public_domain_2"", ""public_domain_3"", ""public_domain_4"", ""public_domain_5"", ""public_domain_6"", ""public_domain_7"", ""public_domain_8""],
    target=""expertise_value"",
    group_field=""elite_status"",
    correlation_threshold=0.15,
    variance_iterations=1000,
    filters={""age"": {""$gte"": 20}}
)","result = analysis.figure1(
    variables=[""public_domain_1"", ""public_domain_2"", ""public_domain_3"", ""public_domain_4"", ""public_domain_5"", ""public_domain_6"", ""public_domain_7"", ""public_domain_8""],
    target=""expertise_value"",
    group_field=""elite_status"",
    correlation_threshold=0.15,
    variance_iterations=1000,
    filters={""age"": {""$gte"": 20}}
)",figure1,"{""target"": ""expertise_value"", ""group_field"": ""elite_status"", ""correlation_threshold"": 0.15, ""variance_iterations"": 1000, ""filters"": {""age"": {""$gte"": 20}}, ""variables"": [""public_domain_1"", ""public_domain_2"", ""public_domain_3"", ""public_domain_4"", ""public_domain_5"", ""public_domain_6"", ""public_domain_7"", ""public_domain_8""]}",figure1,"{""target"": ""expertise_value"", ""group_field"": ""elite_status"", ""correlation_threshold"": 0.15, ""variance_iterations"": 1000, ""filters"": {""age_group"": ""20_and_above""}, ""variables"": [""muscular_strength"", ""lower_body_dynamics"", ""muscle_power_genetics"", ""blood_micronutrients"", ""basic_cognitive_function"", ""mental_health"", ""social_support"", ""training_conditions""]}",True,False,False,False,False,"[""Expected filters={'age_group': '20_and_above'} but generated filters={'age': {'$gte': 20}}."", ""Expected exactly the eight approved public domains in variables.""]",REQUEST_MATCH_FAIL,Expected filters={'age_group': '20_and_above'} but generated filters={'age': {'$gte': 20}}. Expected exactly the eight approved public domains in variables.,request_validation,1.5773165000136942,True,True,,ministral,Ministral-3-8B,mistralai/Ministral-3-8B-Instruct-2512-GGUF:Q4_K_M,ministral-3-8b-local-eval,ministral-3-8b-local-eval,ministral-3-8b-local-eval,Local / llama.cpp,Q4_K_M,1,False
frontend_real_025,correlation,basic_interface,7d15561a1ba8dd3c5df5d19be4c9a32b4a20c0e3bad2035cf47c2fe66c0e688a,0bc7039317e46844def4a19078e22c9f0e5c654aa1c5a612bb0f009e095161e8,Calculate pairwise Pearson correlations among all eight public domains for all athletes.,"```python
result = analysis.correlation(
    variables=[""public_domain_1"", ""public_domain_2"", ""public_domain_3"", ""public_domain_4"", ""public_domain_5"", ""public_domain_6"", ""public_domain_7"", ""public_domain_8""],
    method=""pearson""
)
```","result = analysis.correlation(
    variables=[""public_domain_1"", ""public_domain_2"", ""public_domain_3"", ""public_domain_4"", ""public_domain_5"", ""public_domain_6"", ""public_domain_7"", ""public_domain_8""],
    method=""pearson""
)",correlation,"{""filters"": {}, ""method"": ""pearson"", ""visualization"": true, ""variables"": [""public_domain_1"", ""public_domain_2"", ""public_domain_3"", ""public_domain_4"", ""public_domain_5"", ""public_domain_6"", ""public_domain_7"", ""public_domain_8""]}",correlation,"{""filters"": {}, ""method"": ""pearson"", ""visualization"": true, ""variables"": [""muscular_strength"", ""lower_body_dynamics"", ""muscle_power_genetics"", ""blood_micronutrients"", ""basic_cognitive_function"", ""mental_health"", ""social_support"", ""training_conditions""]}",True,False,False,False,False,"[""Expected exactly the eight approved public domains in variables.""]",REQUEST_MATCH_FAIL,Expected exactly the eight approved public domains in variables.,request_validation,1.0654719000449404,True,True,,ministral,Ministral-3-8B,mistralai/Ministral-3-8B-Instruct-2512-GGUF:Q4_K_M,ministral-3-8b-local-eval,ministral-3-8b-local-eval,ministral-3-8b-local-eval,Local / llama.cpp,Q4_K_M,1,False
frontend_real_026,correlation,basic_interface,7d15561a1ba8dd3c5df5d19be4c9a32b4a20c0e3bad2035cf47c2fe66c0e688a,0bc7039317e46844def4a19078e22c9f0e5c654aa1c5a612bb0f009e095161e8,Calculate pairwise Pearson correlations among all eight public domains for elite athletes.,"```python
result = analysis.correlation(
    variables=[""Athleticism"", ""Strength"", ""Speed"", ""Endurance"", ""Agility"", ""Power"", ""Flexibility"", ""Coordination""],
    filters={""athlete_level"": ""elite""},
    method=""pearson""
)
```","result = analysis.correlation(
    variables=[""Athleticism"", ""Strength"", ""Speed"", ""Endurance"", ""Agility"", ""Power"", ""Flexibility"", ""Coordination""],
    filters={""athlete_level"": ""elite""},
    method=""pearson""
)",correlation,"{""filters"": {""athlete_level"": ""elite""}, ""method"": ""pearson"", ""visualization"": true, ""variables"": [""Athleticism"", ""Strength"", ""Speed"", ""Endurance"", ""Agility"", ""Power"", ""Flexibility"", ""Coordination""]}",correlation,"{""filters"": {""expertise_group"": ""elite""}, ""method"": ""pearson"", ""visualization"": true, ""variables"": [""muscular_strength"", ""lower_body_dynamics"", ""muscle_power_genetics"", ""blood_micronutrients"", ""basic_cognitive_function"", ""mental_health"", ""social_support"", ""training_conditions""]}",True,False,False,False,False,"[""Expected filters={'expertise_group': 'elite'} but generated filters={'athlete_level': 'elite'}."", ""Expected exactly the eight approved public domains in variables.""]",REQUEST_MATCH_FAIL,Expected filters={'expertise_group': 'elite'} but generated filters={'athlete_level': 'elite'}. Expected exactly the eight approved public domains in variables.,request_validation,0.9097637999802828,True,True,,ministral,Ministral-3-8B,mistralai/Ministral-3-8B-Instruct-2512-GGUF:Q4_K_M,ministral-3-8b-local-eval,ministral-3-8b-local-eval,ministral-3-8b-local-eval,Local / llama.cpp,Q4_K_M,1,False
frontend_real_027,correlation,basic_interface,7d15561a1ba8dd3c5df5d19be4c9a32b4a20c0e3bad2035cf47c2fe66c0e688a,0bc7039317e46844def4a19078e22c9f0e5c654aa1c5a612bb0f009e095161e8,Calculate pairwise Pearson correlations among all eight public domains for 3x3 basketball athletes.,"result = analysis.correlation(
    variables=[""Athleticism"", ""Shooting"", ""BallHandling"", ""Defense"", ""Footwork"", ""Passing"", ""Mental"", ""Teamwork""],
    filters={""Sport"": ""Basketball"", ""Position"": ""3x3""},
    method=""pearson""
)","result = analysis.correlation(
    variables=[""Athleticism"", ""Shooting"", ""BallHandling"", ""Defense"", ""Footwork"", ""Passing"", ""Mental"", ""Teamwork""],
    filters={""Sport"": ""Basketball"", ""Position"": ""3x3""},
    method=""pearson""
)",correlation,"{""filters"": {""Sport"": ""Basketball"", ""Position"": ""3x3""}, ""method"": ""pearson"", ""visualization"": true, ""variables"": [""Athleticism"", ""Shooting"", ""BallHandling"", ""Defense"", ""Footwork"", ""Passing"", ""Mental"", ""Teamwork""]}",correlation,"{""filters"": {""sport"": ""3x3 basketball""}, ""method"": ""pearson"", ""visualization"": true, ""variables"": [""muscular_strength"", ""lower_body_dynamics"", ""muscle_power_genetics"", ""blood_micronutrients"", ""basic_cognitive_function"", ""mental_health"", ""social_support"", ""training_conditions""]}",True,False,False,False,False,"[""Expected filters={'sport': '3x3 basketball'} but generated filters={'Sport': 'Basketball', 'Position': '3x3'}."", ""Expected exactly the eight approved public domains in variables.""]",REQUEST_MATCH_FAIL,"Expected filters={'sport': '3x3 basketball'} but generated filters={'Sport': 'Basketball', 'Position': '3x3'}. Expected exactly the eight approved public domains in variables.",request_validation,0.9964439000468701,True,True,,ministral,Ministral-3-8B,mistralai/Ministral-3-8B-Instruct-2512-GGUF:Q4_K_M,ministral-3-8b-local-eval,ministral-3-8b-local-eval,ministral-3-8b-local-eval,Local / llama.cpp,Q4_K_M,1,False
frontend_real_028,correlation,basic_interface,7d15561a1ba8dd3c5df5d19be4c9a32b4a20c0e3bad2035cf47c2fe66c0e688a,0bc7039317e46844def4a19078e22c9f0e5c654aa1c5a612bb0f009e095161e8,Calculate pairwise Pearson correlations among all eight public domains for ice hockey athletes.,"```python
result = analysis.correlation(
    variables=[""Athleticism"", ""Agility"", ""Strength"", ""Speed"", ""Power"", ""Endurance"", ""Coordination"", ""Technique""],
    filters={""sport"": ""ice_hockey"", ""public_domain"": True},
    method=""pearson""
)
```","result = analysis.correlation(
    variables=[""Athleticism"", ""Agility"", ""Strength"", ""Speed"", ""Power"", ""Endurance"", ""Coordination"", ""Technique""],
    filters={""sport"": ""ice_hockey"", ""public_domain"": True},
    method=""pearson""
)",correlation,"{""filters"": {""sport"": ""ice_hockey"", ""public_domain"": true}, ""method"": ""pearson"", ""visualization"": true, ""variables"": [""Athleticism"", ""Agility"", ""Strength"", ""Speed"", ""Power"", ""Endurance"", ""Coordination"", ""Technique""]}",correlation,"{""filters"": {""sport"": ""ice hockey""}, ""method"": ""pearson"", ""visualization"": true, ""variables"": [""muscular_strength"", ""lower_body_dynamics"", ""muscle_power_genetics"", ""blood_micronutrients"", ""basic_cognitive_function"", ""mental_health"", ""social_support"", ""training_conditions""]}",True,False,False,False,False,"[""Expected filters={'sport': 'ice hockey'} but generated filters={'sport': 'ice_hockey', 'public_domain': True}."", ""Expected exactly the eight approved public domains in variables.""]",REQUEST_MATCH_FAIL,"Expected filters={'sport': 'ice hockey'} but generated filters={'sport': 'ice_hockey', 'public_domain': True}. Expected exactly the eight approved public domains in variables.",request_validation,1.0007107999408618,True,True,,ministral,Ministral-3-8B,mistralai/Ministral-3-8B-Instruct-2512-GGUF:Q4_K_M,ministral-3-8b-local-eval,ministral-3-8b-local-eval,ministral-3-8b-local-eval,Local / llama.cpp,Q4_K_M,1,False
frontend_real_029,correlation,basic_interface,7d15561a1ba8dd3c5df5d19be4c9a32b4a20c0e3bad2035cf47c2fe66c0e688a,0bc7039317e46844def4a19078e22c9f0e5c654aa1c5a612bb0f009e095161e8,Calculate pairwise Pearson correlations among all eight public domains for volleyball athletes.,"```python
result = analysis.correlation(
    variables=[""Athleticism"", ""Strength"", ""Power"", ""Speed"", ""Agility"", ""Coordination"", ""Flexibility"", ""Technique""],
    filters={""sport"": ""volleyball"", ""athlete_type"": ""public""},
    method=""pearson""
)
```","result = analysis.correlation(
    variables=[""Athleticism"", ""Strength"", ""Power"", ""Speed"", ""Agility"", ""Coordination"", ""Flexibility"", ""Technique""],
    filters={""sport"": ""volleyball"", ""athlete_type"": ""public""},
    method=""pearson""
)",correlation,"{""filters"": {""sport"": ""volleyball"", ""athlete_type"": ""public""}, ""method"": ""pearson"", ""visualization"": true, ""variables"": [""Athleticism"", ""Strength"", ""Power"", ""Speed"", ""Agility"", ""Coordination"", ""Flexibility"", ""Technique""]}",correlation,"{""filters"": {""sport"": ""volleyball""}, ""method"": ""pearson"", ""visualization"": true, ""variables"": [""muscular_strength"", ""lower_body_dynamics"", ""muscle_power_genetics"", ""blood_micronutrients"", ""basic_cognitive_function"", ""mental_health"", ""social_support"", ""training_conditions""]}",True,False,False,False,False,"[""Expected filters={'sport': 'volleyball'} but generated filters={'sport': 'volleyball', 'athlete_type': 'public'}."", ""Expected exactly the eight approved public domains in variables.""]",REQUEST_MATCH_FAIL,"Expected filters={'sport': 'volleyball'} but generated filters={'sport': 'volleyball', 'athlete_type': 'public'}. Expected exactly the eight approved public domains in variables.",request_validation,1.0109626000048593,True,True,,ministral,Ministral-3-8B,mistralai/Ministral-3-8B-Instruct-2512-GGUF:Q4_K_M,ministral-3-8b-local-eval,ministral-3-8b-local-eval,ministral-3-8b-local-eval,Local / llama.cpp,Q4_K_M,1,False
frontend_real_030,correlation,basic_interface,7d15561a1ba8dd3c5df5d19be4c9a32b4a20c0e3bad2035cf47c2fe66c0e688a,0bc7039317e46844def4a19078e22c9f0e5c654aa1c5a612bb0f009e095161e8,Calculate pairwise Pearson correlations among all eight public domains for female athletes.,"```python
result = analysis.correlation(
    variables=[""Athleticism"", ""Agility"", ""Strength"", ""Endurance"", ""Flexibility"", ""Power"", ""Speed"", ""Coordination""],
    filters={""gender"": ""female""},
    method=""pearson""
)
```","result = analysis.correlation(
    variables=[""Athleticism"", ""Agility"", ""Strength"", ""Endurance"", ""Flexibility"", ""Power"", ""Speed"", ""Coordination""],
    filters={""gender"": ""female""},
    method=""pearson""
)",correlation,"{""filters"": {""gender"": ""female""}, ""method"": ""pearson"", ""visualization"": true, ""variables"": [""Athleticism"", ""Agility"", ""Strength"", ""Endurance"", ""Flexibility"", ""Power"", ""Speed"", ""Coordination""]}",correlation,"{""filters"": {""sex"": ""female""}, ""method"": ""pearson"", ""visualization"": true, ""variables"": [""muscular_strength"", ""lower_body_dynamics"", ""muscle_power_genetics"", ""blood_micronutrients"", ""basic_cognitive_function"", ""mental_health"", ""social_support"", ""training_conditions""]}",True,False,False,False,False,"[""Expected filters={'sex': 'female'} but generated filters={'gender': 'female'}."", ""Expected exactly the eight approved public domains in variables.""]",REQUEST_MATCH_FAIL,Expected filters={'sex': 'female'} but generated filters={'gender': 'female'}. Expected exactly the eight approved public domains in variables.,request_validation,0.9255296000046656,True,True,,ministral,Ministral-3-8B,mistralai/Ministral-3-8B-Instruct-2512-GGUF:Q4_K_M,ministral-3-8b-local-eval,ministral-3-8b-local-eval,ministral-3-8b-local-eval,Local / llama.cpp,Q4_K_M,1,False
frontend_real_031,correlation,basic_interface,7d15561a1ba8dd3c5df5d19be4c9a32b4a20c0e3bad2035cf47c2fe66c0e688a,0bc7039317e46844def4a19078e22c9f0e5c654aa1c5a612bb0f009e095161e8,Calculate pairwise Pearson correlations among all eight public domains for junior national team athletes.,"```python
result = analysis.correlation(
    variables=[""Physical"", ""Technical"", ""Tactical"", ""Mental"", ""Biological"", ""Psychological"", ""Social"", ""Medical""],
    filters={""athlete_level"": ""junior"", ""team_type"": ""national""},
    method=""pearson""
)
```","result = analysis.correlation(
    variables=[""Physical"", ""Technical"", ""Tactical"", ""Mental"", ""Biological"", ""Psychological"", ""Social"", ""Medical""],
    filters={""athlete_level"": ""junior"", ""team_type"": ""national""},
    method=""pearson""
)",correlation,"{""filters"": {""athlete_level"": ""junior"", ""team_type"": ""national""}, ""method"": ""pearson"", ""visualization"": true, ""variables"": [""Physical"", ""Technical"", ""Tactical"", ""Mental"", ""Biological"", ""Psychological"", ""Social"", ""Medical""]}",correlation,"{""filters"": {""national_team"": ""Junior""}, ""method"": ""pearson"", ""visualization"": true, ""variables"": [""muscular_strength"", ""lower_body_dynamics"", ""muscle_power_genetics"", ""blood_micronutrients"", ""basic_cognitive_function"", ""mental_health"", ""social_support"", ""training_conditions""]}",True,False,False,False,False,"[""Expected filters={'national_team': 'Junior'} but generated filters={'athlete_level': 'junior', 'team_type': 'national'}."", ""Expected exactly the eight approved public domains in variables.""]",REQUEST_MATCH_FAIL,"Expected filters={'national_team': 'Junior'} but generated filters={'athlete_level': 'junior', 'team_type': 'national'}. Expected exactly the eight approved public domains in variables.",request_validation,1.0188752000685781,True,True,,ministral,Ministral-3-8B,mistralai/Ministral-3-8B-Instruct-2512-GGUF:Q4_K_M,ministral-3-8b-local-eval,ministral-3-8b-local-eval,ministral-3-8b-local-eval,Local / llama.cpp,Q4_K_M,1,False
frontend_real_032,correlation,basic_interface,7d15561a1ba8dd3c5df5d19be4c9a32b4a20c0e3bad2035cf47c2fe66c0e688a,0bc7039317e46844def4a19078e22c9f0e5c654aa1c5a612bb0f009e095161e8,Calculate pairwise Pearson correlations among all eight public domains for athletes aged 20 and above.,"```python
result = analysis.correlation(
    variables=[""domain1"", ""domain2"", ""domain3"", ""domain4"", ""domain5"", ""domain6"", ""domain7"", ""domain8""],
    filters={""age"": {""$gte"": 20}},
    method=""pearson""
)
```","result = analysis.correlation(
    variables=[""domain1"", ""domain2"", ""domain3"", ""domain4"", ""domain5"", ""domain6"", ""domain7"", ""domain8""],
    filters={""age"": {""$gte"": 20}},
    method=""pearson""
)",correlation,"{""filters"": {""age"": {""$gte"": 20}}, ""method"": ""pearson"", ""visualization"": true, ""variables"": [""domain1"", ""domain2"", ""domain3"", ""domain4"", ""domain5"", ""domain6"", ""domain7"", ""domain8""]}",correlation,"{""filters"": {""age_group"": ""20_and_above""}, ""method"": ""pearson"", ""visualization"": true, ""variables"": [""muscular_strength"", ""lower_body_dynamics"", ""muscle_power_genetics"", ""blood_micronutrients"", ""basic_cognitive_function"", ""mental_health"", ""social_support"", ""training_conditions""]}",True,False,False,False,False,"[""Expected filters={'age_group': '20_and_above'} but generated filters={'age': {'$gte': 20}}."", ""Expected exactly the eight approved public domains in variables.""]",REQUEST_MATCH_FAIL,Expected filters={'age_group': '20_and_above'} but generated filters={'age': {'$gte': 20}}. Expected exactly the eight approved public domains in variables.,request_validation,1.001424100017175,True,True,,ministral,Ministral-3-8B,mistralai/Ministral-3-8B-Instruct-2512-GGUF:Q4_K_M,ministral-3-8b-local-eval,ministral-3-8b-local-eval,ministral-3-8b-local-eval,Local / llama.cpp,Q4_K_M,1,False
frontend_real_033,variance_analysis,basic_interface,7d15561a1ba8dd3c5df5d19be4c9a32b4a20c0e3bad2035cf47c2fe66c0e688a,0bc7039317e46844def4a19078e22c9f0e5c654aa1c5a612bb0f009e095161e8,"Run variance analysis for all athletes across all eight public domains, comparing the higher-expertise group with repeated size-matched samples from the comparison group.","```python
result = analysis.variance_analysis(
    variables=[""domain1"", ""domain2"", ""domain3"", ""domain4"", ""domain5"", ""domain6"", ""domain7"", ""domain8""],
    group_field=""expertise_level"",
    groups=[""higher_expertise"", ""comparison""],
    iterations=100,
    filters={""group"": ""all_athletes""},
    visualization=False
)
```","result = analysis.variance_analysis(
    variables=[""domain1"", ""domain2"", ""domain3"", ""domain4"", ""domain5"", ""domain6"", ""domain7"", ""domain8""],
    group_field=""expertise_level"",
    groups=[""higher_expertise"", ""comparison""],
    iterations=100,
    filters={""group"": ""all_athletes""},
    visualization=False
)",variance_analysis,"{""group_field"": ""expertise_level"", ""groups"": [""higher_expertise"", ""comparison""], ""iterations"": 100, ""filters"": {""group"": ""all_athletes""}, ""visualization"": false, ""variables"": [""domain1"", ""domain2"", ""domain3"", ""domain4"", ""domain5"", ""domain6"", ""domain7"", ""domain8""]}",variance_analysis,"{""group_field"": ""elite_status"", ""groups"": [""elite"", ""semi_elite""], ""iterations"": 1000, ""filters"": {}, ""visualization"": true, ""variables"": [""muscular_strength"", ""lower_body_dynamics"", ""muscle_power_genetics"", ""blood_micronutrients"", ""basic_cognitive_function"", ""mental_health"", ""social_support"", ""training_conditions""]}",True,False,False,False,False,"[""Expected filters={} but generated filters={'group': 'all_athletes'}."", ""Expected group_field='elite_status' but generated 'expertise_level'."", ""Expected groups=['elite', 'semi_elite'] but generated ['higher_expertise', 'comparison']."", ""Expected iterations=1000 but generated 100."", ""Expected exactly the eight approved public domains in variables."", ""Expected visualization=True but generated False.""]",REQUEST_MATCH_FAIL,"Expected filters={} but generated filters={'group': 'all_athletes'}. Expected group_field='elite_status' but generated 'expertise_level'. Expected groups=['elite', 'semi_elite'] but generated ['higher_expertise', 'comparison']. Expected iterations=1000 but generated 100. Expected exactly the eight approved public domains in variables. Expected visualization=True but generated False.",request_validation,1.3788942999672145,True,True,,ministral,Ministral-3-8B,mistralai/Ministral-3-8B-Instruct-2512-GGUF:Q4_K_M,ministral-3-8b-local-eval,ministral-3-8b-local-eval,ministral-3-8b-local-eval,Local / llama.cpp,Q4_K_M,1,False
